Ano,Município,Parcela_das_moradias_sem_banheiro_de_uso_exclusivo,Parcela_da_população_que_não_recebe_água_com_regularidade_adequada,Parcela_da_população_total_que_mora_em_domicílios_sem_acesso_à_água_tratada,Volume_de_água_consumida_per_capita,Volume_de_esgoto_coletado,Volume_de_esgoto_tratado,Volume_de_esgoto_não_tratado,Tarifa_média_de_água,Tarifa_média_de_coleta_de_esgoto,Tarifa_média_ponderada_dos_serviços_de_saneamento,Custo_total_dos_operadores_com_os_serviços_de_saneamento,Custo_total_dos_operadores_com_produtos_químicos,Custo_total_dos_operadores_com_energia_elétrica,Internações_por_doenças_associadas_à_falta_de_saneamento,Taxa_de_incidência_de_internações_por_doenças_associadas_à_falta_de_saneamento,Atraso_escolar_das_pessoas_que_moram_em_residências_com_saneamento_básico,Atraso_escolar_das_pessoas_que_moram_em_residências_sem_saneamento,Investimentos_per_capita_em_saneamento,Renda_induzida_gerada_pelas_operação_de_saneamento,Renda_total_gerada_pelas_operação_de_saneamento,Redução_dos_custos_com_a_saúde
2017,Pirapora do Bom Jesus (Município),0.0,-,0.177,99.21,322.27,140.86,517.22,3.26,3.27,3.27,5443111.4,4847.48,1044856.13,3,1.65,1.17,1.6,32.77,1874735.73,6266758.99,-
2016,Pirapora do Bom Jesus (Município),0.0,-,0.179,97.15,307.94,141.65,493.54,3.17,3.1,3.14,6399600.25,3845.28,1104951.44,3,1.67,1.39,1.91,187.38,1817091.46,6074069.05,-
2015,Pirapora do Bom Jesus (Município),0.0,-,0.173,98.65,291.96,139.27,496.12,2.87,2.53,2.75,6775080.04,3777.64,1117718.01,14,7.93,1.66,2.26,63.66,1661277.16,5553221.95,-
2014,Pirapora do Bom Jesus (Município),0.001,-,0.178,107.88,284.77,142.38,541.67,2.28,2.04,2.2,4613140.69,2504.22,682489.75,6,3.45,1.98,2.69,238.04,1408132.64,4707024.97,-
2013,Pirapora do Bom Jesus (Município),0.002,-,0.177,114.45,285.31,147.29,566.69,2.84,2.39,2.69,5141418.85,5276.7,670056.64,7,4.1,2.37,3.19,224.3,1870017.02,6250985.55,-
2012,Pirapora do Bom Jesus (Município),0.003,-,0.177,111.64,263.89,142.49,519.2,2.5,2.34,2.45,4431170.45,8134.09,794996.95,6,3.7,2.82,3.79,731.77,1693335.09,5660383.34,-
2011,Pirapora do Bom Jesus (Município),0.003,-,0.182,103.33,244.98,132.29,470.8,2.28,2.42,2.33,4907117.25,3161.19,782624.47,10,6.25,3.37,4.5,528.69,1619516.95,5413628.31,-
2010,Pirapora do Bom Jesus (Município),0.004,-,0.2,101.4,217.8,117.6,464.7,1.9,2.09,1.96,3062163.88,1151.48,616353.81,5,3.18,4.02,5.35,68.5,1383462.02,4624557.44,-
2019,Nilópolis (Município),0.0,-,0.024,238.41,7420.43,1255,12884.35,5.14,-,5.14,34232535.25,506724.18,3353618.15,20,1.23,1.32,2.67,0.0,17896755.09,59824245.68,-
2018,Nilópolis (Município),0.0,-,0.024,219.76,3840.0,0,10690.0,4.07,-,4.07,31835075.38,452808.39,2249682.76,15,0.92,1.32,2.67,257.19,16180601.01,54087584.32,-
2017,Nilópolis (Município),0.0,-,0.001,224.78,3829.0,173,12817.0,3.92,0,3.92,40500189.78,912398.91,2257048.03,4,0.25,1.51,3.03,193.94,16092681.91,53793693.42,-
2016,Nilópolis (Município),0.0,-,0.002,223.65,3450.0,0,12924.0,3.57,0,3.57,41193810.69,951784.35,2360841.87,15,0.95,1.73,3.44,290.27,15100139.43,50475879.38,-
2015,Nilópolis (Município),0.001,-,0.002,222.18,3796.0,0,12838.0,3.32,0,3.32,35854358.77,738538.41,2153544.89,13,0.82,1.99,3.9,0.82,15084306.74,50422954.78,-
2014,Nilópolis (Município),0.002,-,0.002,221.26,9744.0,0,12784.0,3.51,0,3.51,36836281.42,613146.57,1238327.21,11,0.69,2.29,4.42,1.67,17059551.61,57025689.95,-
2013,Nilópolis (Município),0.003,-,0.002,219.77,9694.0,0,12697.0,2.94,0,2.94,37187413.92,584247.07,1153379.43,20,1.26,2.63,5.01,1.2,15338890.38,51273962.35,-
2012,Nilópolis (Município),0.004,-,0.002,217.91,9642.0,0,12566.0,3.62,0,3.62,42782816.86,400967.19,1174898.34,37,2.34,3.02,5.68,0.76,20057367.74,67046617.63,-
2011,Nilópolis (Município),0.005,-,0.005,215.46,9635.0,0,12403.0,3.23,0,3.23,51368985.27,495436.2,2670112.39,142,9.0,3.47,6.44,16.67,19066339.08,63733863.91,-
2010,Nilópolis (Município),0.006,-,0.017,213.38,9564.16,0,12260.6,3.31,0,3.31,46481191.42,460441.13,2611739.75,108,6.86,3.99,7.29,0.6,20954431.97,70045272.46,-
2019,Taubaté (Município),0.0,-,0,158.5,17463.63,17463.63,755.89,3.77,2.99,3.39,115021471.6,6207994.89,8239978.61,11,0.35,1.06,1.04,47.82,55392006.18,185161218.86,-
2018,Taubaté (Município),0.0,-,0,156.19,17028.56,17028.56,750.3,3.58,2.81,3.21,99048964.28,2595338.87,1675854.28,15,0.48,1.06,1.04,32.91,52507394.47,175518704.42,-
2017,Taubaté (Município),0.0,-,0,159.17,16292.2,16292.2,1598.79,3.37,2.6,3.0,75426974.75,6381391.69,7651500.33,12,0.39,1.26,1.23,28.16,50425230.51,168558566.26,-
2016,Taubaté (Município),0.0,-,0,158.02,16036.49,16036.49,1565.47,3.25,2.52,2.91,96539242.9,6307483.87,10968291.78,42,1.38,1.5,1.46,36.6,49713837.33,166180561.96,-
2015,Taubaté (Município),0.0,-,0,156.58,16363.04,16363.04,915.77,2.88,2.2,2.56,121932079.36,4801786.48,8930164.16,16,0.53,1.79,1.73,35.0,46289996.06,154735541.9,-
2014,Taubaté (Município),0.0,-,0,175.49,18046.51,18046.51,1132.71,2.7,2.02,2.38,84368477.77,4111549.81,5829016.87,106,3.54,2.13,2.05,51.34,48799368.5,163123728.04,-
2013,Taubaté (Município),0.001,-,0,182.14,13753.15,13753.15,5953.76,2.65,1.94,2.32,77757105.11,4474483.9,5772349.45,21,0.71,2.55,2.44,64.61,50777953.2,169737627.43,-
2012,Taubaté (Município),0.002,-,0,182.41,19305.23,19305.22,-402.92,2.45,1.79,2.14,69615959.5,4031001.74,7420687.11,7,0.25,3.04,2.9,43.98,49197414.51,164454293.4,-
2011,Taubaté (Município),0.002,-,0,185.13,13317.17,13317.17,5693.27,2.32,1.69,2.02,48061252.31,2897858.47,6742288.09,42,1.49,3.63,3.44,31.64,50317773.75,168199365.96,-
2010,Taubaté (Município),0.003,-,0,178.96,12553.7,10496.0,7708.1,2.3,1.65,2.0,51141964.69,970784.89,5902543.23,21,0.75,4.33,4.09,71.57,51286610.73,171437938.6,-
2019,Araricá (Município),0.0,-,-,-,-,-,-,-,-,-,-,-,-,0,0.0,-,1.04,0,-,-,-
2018,Araricá (Município),0.0,-,-,-,-,-,-,-,-,-,-,-,-,1,1.78,-,1.08,0,-,-,-
2017,Araricá (Município),0.0,-,-,-,-,-,-,-,-,-,-,-,-,0,0.0,0,1.27,-,-,-,-
2016,Araricá (Município),0.0,-,-,-,-,-,-,-,-,-,-,-,-,3,5.61,0,1.49,-,-,-,-
2015,Araricá (Município),0.0,-,-,-,-,-,-,-,-,-,-,-,-,0,0.0,0,1.75,-,-,-,-
2014,Araricá (Município),0.001,-,-,-,-,-,-,-,-,-,-,-,-,3,5.72,0,2.05,-,-,-,-
2013,Araricá (Município),0.003,-,-,-,-,-,-,-,-,-,-,-,-,1,1.92,0,2.41,-,-,-,-
2012,Araricá (Município),0.006,-,-,-,-,-,-,-,-,-,-,-,-,2,4.01,0,2.83,-,-,-,-
2011,Araricá (Município),0.008,-,-,-,-,-,-,-,-,-,-,-,-,0,0.0,0,3.32,-,-,-,-
2010,Araricá (Município),0.01,-,-,-,-,-,-,-,-,-,-,-,-,6,12.34,0,3.9,-,-,-,-
2019,Portel (Município),0.323,-,0.977,1.54,-,-,-,2.54,-,2.54,668886.13,46990.4,85658.09,31,5.0,1.89,2.9,0,35150.59,117499.37,-
2018,Portel (Município),0.345,-,0.977,1.76,0,0,39.18,2.3,-,2.3,594125.31,39491.2,86499.18,64,10.47,1.89,2.9,0,36463.51,121888.14,-
2017,Portel (Município),0.366,-,0.971,2.86,0,0,62.94,1.28,0,1.28,586159.41,31610.7,78903.36,82,13.59,2.15,3.3,0,33641.25,112454.04,-
2016,Portel (Município),0.388,-,0.97,2.15,0,0,46.52,1.55,0,1.55,577455.93,42666.9,75961.32,238,40.12,2.45,3.75,0,31288.39,104589.02,-
2015,Portel (Município),0.41,-,0.968,2.26,0,0,48.11,1.42,0,1.42,597806.72,52188.3,93330.65,143,24.54,2.79,4.26,0,31937.56,106759.05,-
2014,Portel (Município),0.432,-,0.968,2.14,0,0,44.71,1.46,0,1.46,521923.0,39530.0,68389.0,173,30.24,3.18,4.85,0,32813.67,109687.65,-
2013,Portel (Município),0.454,-,0.969,2.25,0,0,46,1.51,0,1.51,478553.0,16945.0,53542.0,179,31.91,3.62,5.51,0,37712.99,126064.81,-
2012,Portel (Município),0.476,-,0.97,2.37,0,0,47,1.74,0,1.74,763341.0,16810.0,78832.0,207,38.12,4.13,6.27,0,47768.73,159678.57,-
2011,Portel (Município),0.498,-,0.973,2.42,0,0,47,1.68,0,1.68,802890.0,9829.0,62041.0,194,36.43,4.7,7.13,0,49874.38,166717.22,-
2010,Portel (Município),0.52,-,0.966,4.67,0,0,89.01,1.83,0,1.83,703710.0,4745.0,55278.0,219,41.98,5.35,8.1,0,111084.56,371327.09,-
2019,Maranguape (Município),0.0,-,0.474,54.25,312.69,312.69,2241.22,3.63,3.38,3.6,19630961.5,1247444.32,868967.27,79,6.13,1.26,1.8,4.31,5990200.02,20023696.81,-
2018,Maranguape (Município),0.0,-,0.49,55.19,308.62,308.62,2251.61,3.16,2.9,3.14,36095800.42,1410636.82,761642.22,36,2.83,1.25,1.79,5.5,5295852.27,17702671.01,-
2017,Maranguape (Município),0.0,-,0.415,55.63,311.1,311.1,2256.95,2.76,2.53,2.74,21159759.77,1494964.71,683389.99,71,5.61,1.46,2.07,7.29,4832992.53,16155450.01,-
2016,Maranguape (Município),0.004,-,0.416,60.56,272.55,272.55,2491.77,2.52,2.35,2.51,11182388.13,1250562.36,575067.82,51,4.08,1.7,2.39,5.97,4610485.82,15411667.38,-
2015,Maranguape (Município),0.024,-,0.418,69.28,238.6,238.6,2886.2,2.18,1.91,2.16,9902536.45,829620.58,521361.53,75,6.07,1.98,2.76,29.68,4157288.13,13896744.14,-
2014,Maranguape (Município),0.043,-,0.433,68.87,110.67,110.67,2956.5,2.13,2.07,2.13,13308677.97,731901.48,366943.9,43,3.52,2.31,3.19,65.19,4080458.22,13639921.53,-
2013,Maranguape (Município),0.063,-,0.321,70.89,115.0,115.0,3000.56,2.04,1.94,2.04,10147619.0,510813.0,329274.0,60,4.98,2.69,3.69,97.75,4277755.44,14299435.35,-
2012,Maranguape (Município),0.082,-,0.3,73.45,116.0,116.0,3029.0,1.95,1.85,1.94,8381624.0,587434.0,400734.0,66,5.63,3.13,4.26,88.23,4481170.58,14979399.79,-
2011,Maranguape (Município),0.102,-,0.309,68.41,124.0,124.0,2759.0,1.79,1.83,1.8,6158810.0,457019.0,444138.0,79,6.84,3.64,4.93,116.63,4128129.88,13799275.62,-
2010,Maranguape (Município),0.122,-,0.45,72.76,170.0,170.0,2846.0,1.7,1.58,1.69,7433408.0,373660.0,422630.0,45,3.96,4.24,5.69,84.68,4344112.43,14521249.69,-
2019,Araguari (Município),0.0,-,0.0,391.08,13391.44,5801.33,10937.97,0.92,0.94,0.93,17130168.19,179712.0,6308385.22,186,15.86,1.11,1.46,59.02,11315829.22,37825904.41,-
2018,Araguari (Município),0.0,-,0.0,394.56,13444.24,2302.13,14503.17,0.83,0.85,0.84,14518795.61,221040.0,5247365.88,25,2.14,1.1,1.45,152.35,10293614.98,34408905.31,-
2017,Araguari (Município),0.0,-,0.0,363.98,12485.04,1623.05,13979.65,0.49,0.49,0.49,13045603.91,229308.0,5028217.78,20,1.7,1.3,1.67,164.97,5728357.68,19148425.26,-
2016,Araguari (Município),0.0,-,0.0,358.8,12244.54,449.0,14856.7,0.44,0.43,0.43,12432156.73,215132.82,5248356.77,52,4.45,1.53,1.92,0.0,5179757.12,17314594.79,-
2015,Araguari (Município),0.0,-,0.001,355.82,12080.16,393.0,14707.2,0.43,0.42,0.43,11605831.03,206520.0,4679047.77,83,7.14,1.81,2.22,0.0,5418284.86,18111931.62,-
2014,Araguari (Município),0.0,-,0.0,337.7,11402.0,175.0,14078.0,0.31,0.31,0.31,9184470.55,199342.8,3223268.0,90,7.78,2.13,2.55,0.0,4039949.14,13504510.11,-
2013,Araguari (Município),0.0,-,0.0,281.48,9450.0,160.0,11652.0,0.38,0.38,0.38,8375128.67,186349.8,2700460.79,86,7.48,2.51,2.94,0.0,4389700.32,14673638.26,-
2012,Araguari (Município),0.002,-,0.0,274.43,8894.0,158.0,10959.0,0.39,0.39,0.39,8029791.42,169632.0,2813938.03,101,9.1,2.96,3.39,0.0,4606174.98,15397257.35,-
2011,Araguari (Município),0.004,-,0.0,268.81,9570.0,117.0,10715.0,0.4,0.36,0.38,7529138.27,116975.76,2992617.84,136,12.32,3.49,3.91,0.0,4928923.91,16476123.95,-
2010,Araguari (Município),0.007,-,0.002,259.32,8834.0,41.0,10352.0,0.38,0.35,0.36,6666413.0,135036.0,2565650.93,308,28.05,4.11,4.5,0.0,4775401.37,15962937.61,-
2019,Rancho Queimado (Município),0.0,-,0.488,56.27,52.37,52.37,6.74,5.23,5.39,5.29,1007897.24,5661.11,80370.5,3,10.42,0.8,1.16,15.06,292968.18,979317.21,-
2018,Rancho Queimado (Município),0.0,-,0.493,54.5,55.58,55.58,1.47,5.08,5.14,5.1,1298687.97,3472.35,81672.69,2,6.97,0.81,1.17,32.73,286443.51,957506.91,-
2017,Rancho Queimado (Município),0.0,-,0.493,55.16,57.8,57.8,0.0,4.85,4.88,4.86,1553791.78,2804.48,80071.32,1,3.48,0.95,1.37,6.67,282617.18,944716.5,-
2016,Rancho Queimado (Município),0.0,-,0.503,54.03,33.91,33.91,22.49,4.48,4.46,4.47,965033.6,6785.12,81343.13,5,17.48,1.11,1.6,18.27,259664.64,867992.05,-
2015,Rancho Queimado (Município),0.0,-,0.531,52.54,32.61,32.61,22.02,4.14,4.07,4.12,985525.26,6346.37,80421.34,1,3.51,1.31,1.88,86.59,246801.27,824993.13,-
2014,Rancho Queimado (Município),0.0,-,0.51,53.96,33.18,33.18,22.72,3.85,3.77,3.82,852251.38,5607.48,50663.08,1,3.52,1.53,2.2,7.52,244229.47,816396.26,-
2013,Rancho Queimado (Município),0.002,-,0.525,51.0,32.0,32.0,20.62,3.67,3.63,3.65,608618.86,2873.99,40284.06,4,14.15,1.8,2.58,14.21,242924.27,812033.31,-
2012,Rancho Queimado (Município),0.003,-,0.533,49.2,29.91,29.91,19.74,3.35,3.34,3.35,380029.86,2434.86,44748.24,3,10.85,2.12,3.02,4.44,224147.49,749267.35,-
2011,Rancho Queimado (Município),0.005,-,0.531,49.06,27.61,27.61,21.76,3.06,3.27,3.13,335333.48,1459.92,44111.41,1,3.63,2.49,3.54,27.17,216687.32,724329.94,-
2010,Rancho Queimado (Município),0.006,-,0.493,45.48,0.0,0.0,45.62,3.14,0.0,3.14,305853.54,1355.44,24111.83,2,7.28,2.92,4.15,0.6,131539.03,439701.12,-
2019,Barra de Santo Antônio (Município),0.0,-,-,-,-,-,-,-,-,-,-,-,-,14,8.79,1.46,2.86,0,-,-,-
2018,Barra de Santo Antônio (Município),0.0,-,-,-,-,-,-,-,-,-,-,-,-,11,6.97,1.44,2.81,0,-,-,-
2017,Barra de Santo Antônio (Município),0.004,-,-,-,-,-,-,-,-,-,-,-,-,15,9.34,1.66,3.17,-,-,-,-
2016,Barra de Santo Antônio (Município),0.02,-,-,-,-,-,-,-,-,-,-,-,-,27,16.97,1.92,3.58,-,-,-,-
2015,Barra de Santo Antônio (Município),0.037,-,-,-,-,-,-,-,-,-,-,-,-,35,22.23,2.22,4.04,-,-,-,-
2014,Barra de Santo Antônio (Município),0.054,-,-,-,-,-,-,-,-,-,-,-,-,40,25.7,2.57,4.56,-,-,-,-
2013,Barra de Santo Antônio (Município),0.071,-,0.35,102.8,0,0,577,2.64,0,2.64,1269840.7,67500,296840.74,29,18.86,2.97,5.14,0,828827.15,2770555.81,-
2012,Barra de Santo Antônio (Município),0.087,-,-,-,-,-,-,-,-,-,-,-,-,51,34.78,3.44,5.8,-,-,-,-
2011,Barra de Santo Antônio (Município),0.104,-,-,-,-,-,-,-,-,-,-,-,-,62,42.9,3.98,6.54,-,-,-,-
2010,Barra de Santo Antônio (Município),0.121,-,-,-,-,-,-,-,-,-,-,-,-,74,52.0,4.6,7.38,-,-,-,-
2019,Francisco Morato (Município),0.0,-,0.031,99.55,2339.81,0,6389.22,3.51,3.4,3.48,41732836.54,569353.4,4424126.7,83,4.72,1.09,1.61,102.85,16275890.4,54406112.22,-
2018,Francisco Morato (Município),0.0,-,0.042,98.37,2187.6,0,6247.65,3.34,3.18,3.29,32669517.08,154699.31,2942966.16,69,3.97,1.08,1.59,153.4,15058912.01,50338066.72,-
2017,Francisco Morato (Município),0.0,-,0.055,98.21,2117.4,0,6151.36,3.06,2.9,3.01,31204600.64,397406.3,2306523.45,132,7.69,1.3,1.94,247.1,13909389.04,46495507.3,-
2016,Francisco Morato (Município),0.0,-,0.092,93.54,1974.96,0,5801.86,2.97,2.69,2.89,31518925.04,686824.08,3687718.19,142,8.36,1.56,2.37,315.98,13211028.82,44161068.84,-
2015,Francisco Morato (Município),0.0,-,0.084,89.96,1847.84,0,5524.33,2.61,2.09,2.46,46854277.38,503794.64,3043593.95,136,8.08,1.87,2.9,426.17,11520387.32,38509689.49,-
2014,Francisco Morato (Município),0.0,-,0.069,100.39,2064.4,0,6100.87,2.22,2.08,2.18,30357484.45,394837.56,2227505.37,164,9.85,2.23,3.54,191.76,11362403.29,37981589.55,-
2013,Francisco Morato (Município),0.001,-,0.16,105.64,2136.56,0,6351.14,2.32,2.26,2.3,27306483.22,332564.73,2106212.78,71,4.31,2.67,4.32,162.39,13018416.13,43517214.21,-
2012,Francisco Morato (Município),0.002,-,0.159,105.0,2011.29,0,6039.88,2.36,2.21,2.32,25176927.14,231804.83,2369045.31,81,5.14,3.2,5.27,201.32,13229666.11,44223368.51,-
2011,Francisco Morato (Município),0.003,-,0.159,100.25,1801.97,0,5710.36,2.22,2.06,2.17,24194595.72,430148.45,3044983.58,52,3.33,3.83,6.43,128.27,12435626.24,41569097.62,-
2010,Francisco Morato (Município),0.004,-,0.195,96.64,1717.6,0,5448.6,2.07,1.95,2.04,16533451.13,316836.66,2556485.08,51,3.3,4.58,7.85,93.87,12055935.24,40299888.33,-
2019,Barreirinhas (Município),0.256,-,0.722,31.93,619.49,619.49,109.32,4.48,5.35,4.67,5473312.93,174585.04,466087.49,30,4.8,1.38,1.89,10.63,1796213.92,6004280.8,-
2018,Barreirinhas (Município),0.281,-,0.718,33.7,199.08,199.08,561.36,3.62,4.35,3.77,2373825.6,-,471246.91,44,7.12,1.34,1.83,0.0,1466638.12,4902593.73,-
2017,Barreirinhas (Município),0.306,-,0.72,32.35,191.23,191.23,546.2,3.6,4.69,3.79,2773568.31,0,444207.16,26,4.16,1.56,2.12,3.14,1416262.51,4734201.02,-
2016,Barreirinhas (Município),0.331,-,0.746,33.64,115.95,115.95,640.63,3.34,4.9,3.54,1398703.73,102409.12,0.0,33,5.36,1.81,2.45,0.0,1339138.34,4476394.77,-
2015,Barreirinhas (Município),0.356,-,0.748,36.08,31.48,31.48,766.33,2.8,4.91,3.02,2818621.36,141343.98,346225.66,77,12.71,2.1,2.83,0.0,1262012.79,4218583.92,-
2014,Barreirinhas (Município),0.381,-,0.724,37.44,38.51,38.51,776.28,2.7,4.19,2.85,2359202.72,105588.1,271500.79,32,5.37,2.44,3.27,3.63,1304529.93,4360707.77,-
2013,Barreirinhas (Município),0.406,-,0.724,37.36,133.4,0.0,799.05,2.54,3.97,2.64,1147850.84,35875.76,317411.27,56,9.56,2.83,3.79,0.98,1235125.59,4128706.94,-
2012,Barreirinhas (Município),0.431,-,0.726,35.21,130.21,130.21,616.18,2.17,0.84,2.01,805051.34,22770.36,243193.74,72,12.4,3.29,4.38,0.0,992305.84,3317023.0,-
2011,Barreirinhas (Município),0.456,-,0.733,34.32,0.0,0.0,702.99,1.75,0.0,1.75,2884009.04,89042.86,121938.45,335,59.69,3.81,5.06,28.03,775947.39,2593792.4,-
2010,Barreirinhas (Município),0.482,-,0.761,31.3,0.0,0.0,627.47,1.67,0.0,1.67,18836521.01,57317.9,51119.63,352,64.08,4.42,5.85,0.0,716829.67,2396177.07,-
2019,Nova Iguaçu (Município),0.001,-,0.058,-,61411.76,8604.8,-,11.12,7.65,0.15,1764499301.76,50949379.7,337269269.72,262,3.19,1.51,1.97,30.86,72351316.02,241851826.37,-
2018,Nova Iguaçu (Município),0.002,-,0.069,-,23814.0,59.0,64845,7.37,4.59,-,-,-,-,229,2.8,1.51,1.97,126.29,68073494.06,227552168.68,-
2017,Nova Iguaçu (Município),0.003,-,0.056,223.36,23724.0,97.0,65013,9.2,5.66,4.25,201172664.55,4961228.76,8328494,181,2.27,1.74,2.27,157.16,73379394.3,245288427.45,-
2016,Nova Iguaçu (Município),0.004,-,0.062,222.1,23208.0,0.0,64645,3.57,4.95,3.57,151935344.02,5200072.03,8497444.3,201,2.52,2.0,2.62,110.39,63464805.24,212146508.21,-
2015,Nova Iguaçu (Município),0.005,-,0.064,221.47,23607.0,36.0,65238,3.32,4.59,3.33,136101436.14,4034861.33,7278053.41,213,2.64,2.31,3.01,20.76,64641130.33,216078660.19,-
2014,Nova Iguaçu (Município),0.006,-,0.062,223.1,23569.0,36.0,65611,3.51,4.35,3.51,140724569.95,3349852.2,4434613.8,523,6.49,2.66,3.47,35.41,73775023.93,246610915.47,-
2013,Nova Iguaçu (Município),0.007,-,0.06,223.47,23598.0,247.0,65400,2.94,3.67,2.94,143565510.99,3191969.38,4343295.12,511,6.35,3.07,3.99,28.85,66579766.42,222559021.64,-
2012,Nova Iguaçu (Município),0.008,-,0.06,223.6,23471.0,245.0,65188,2.57,15.76,2.58,139888828.15,2322856.65,4422841.13,656,8.18,3.53,4.59,3.17,62448596.32,208749583.38,-
2011,Nova Iguaçu (Município),0.009,-,0.063,222.73,23347.0,262.0,64698,2.3,0.0,2.3,160839615.21,1551242.78,8360294.58,1438,18.0,4.07,5.28,16.27,59697940.79,199554849.95,-
2010,Nova Iguaçu (Município),0.01,-,0.079,219.57,23282.7,295.0,63520.25,2.76,0.0,2.76,169225612.18,1676343.25,9508647.35,1553,19.5,4.69,6.08,0.3,76289494.1,255016142.03,-
2019,Parintins (Município),0.144,-,0.029,133.25,-,-,-,1.01,-,1,3446063.19,18032.86,548362.98,53,4.64,0.77,1.84,0,2333654.21,7800805.36,-
2018,Parintins (Município),0.17,-,-,-,-,-,-,-,-,-,-,-,-,77,6.8,0.76,1.82,0,-,-,-
2017,Parintins (Município),0.197,-,0,133.77,0,0,5557.91,1.05,0,1.05,3446063.19,18032.86,548362.98,80,7.03,0.88,2.07,0,2639038.4,8821626.08,-
2016,Parintins (Município),0.223,-,0,135.09,0,0,5557.91,0.73,0,0.73,2850749.45,15496.18,0,70,6.21,1.02,2.36,0,1896593.65,6339824.41,-
2015,Parintins (Município),0.249,-,0.05,136.48,0,0,5557.91,0.5,0,0.5,2250794.45,15496.18,0,120,10.76,1.18,2.68,0,1401780.69,4685792.02,-
2014,Parintins (Município),0.275,-,0.094,39.7,0,0,1600,2.09,0,2.09,3798265,20000,350000,188,17.03,1.37,3.04,0,1688884.56,5645506.36,-
2013,Parintins (Município),0.301,-,0.13,38.13,0,0,1520,2.56,0,2.56,3025000,51000,250000,141,12.91,1.6,3.45,0,2116941.64,7076391,-
2012,Parintins (Município),0.327,-,0.086,27.76,0,0,1052,0.56,0,0.56,2608773.04,49000,197869.38,139,13.39,1.85,3.98,0,2261360.07,7559144.65,-
2011,Parintins (Município),0.354,-,-,-,-,-,-,-,-,-,-,-,-,208,20.2,2.15,4.65,-,-,-,-
2010,Parintins (Município),0.38,-,0.173,143.73,0,0,5352.75,0.39,0,0.39,2136068.87,5306,186553.33,265,25.97,2.5,5.43,1.83,1429901.77,4779793.57,-
2019,Catu (Município),0.0,-,0.02,81.78,-,-,-,3.67,-,3.67,9670814.06,126573.0,1643165.56,114,20.84,1.86,2.36,0.95,3777838.88,12628342.96,-
2018,Catu (Município),0.0,-,0.02,81.18,0,0,1612.72,3.36,-,3.36,8789310.16,163583.0,1395731.24,45,8.27,1.86,2.36,0.17,3275040.21,10947616.42,-
2017,Catu (Município),0.0,-,0.055,77.93,192,192,1413.96,4.47,0,4.47,8477838.55,142962.5,1802407.67,14,2.48,2.12,2.7,6.86,3004787.78,10044232.13,-
2016,Catu (Município),0.0,-,0.049,80.84,0,0,1653.41,4.31,0,4.31,7651690.68,238179.5,1368512.31,12,2.14,2.41,3.09,1.79,3093744.86,10341592.75,-
2015,Catu (Município),0.007,-,0.049,80.43,0,0,1635.76,3.65,0,3.65,6262768.33,106957.92,1342558.99,30,5.38,2.74,3.54,6.94,2834436.6,9474791.99,-
2014,Catu (Município),0.021,-,0.05,102.04,0,0,2062.56,2.42,0,2.42,5644980.91,100312.5,1149811.56,19,3.43,3.12,4.05,8.04,2702685.54,9034382.08,-
2013,Catu (Município),0.034,-,0.064,93.21,0,0,1871.94,2.22,0,2.22,4955925.58,77779.5,1350984.53,59,10.72,3.55,4.63,4.46,2646338.75,8846029.27,-
2012,Catu (Município),0.047,-,0.036,96.06,0,0,1813.91,2.22,0,2.26,4608251.17,59794.5,1575315.64,67,12.95,4.04,5.29,2.48,2783033.43,9302964.42,-
2011,Catu (Município),0.06,-,0.06,98.44,0,0,1847.22,1.97,0,1.97,4171827.6,61445.24,1526329.72,72,14.0,4.6,6.05,1.03,2643167.43,8835428.36,-
2010,Catu (Município),0.074,-,0.063,102.16,0,0,1904.54,1.84,0,1.84,3732948.88,60764.6,1271878.85,134,26.23,5.24,6.92,5.25,2686426.31,8980031.67,-
2019,Ibirité (Município),0.004,-,0.166,96.3,4170.99,2534.98,3799.41,5.05,3.47,4.37,70960571.91,909793.44,5038406.85,167,9.27,1.34,1.63,79.22,19402904.54,64858915.6,-
2018,Ibirité (Município),0.007,-,0.166,93.7,3985.28,2055.46,4066.83,4.7,3.09,4.0,62348315.87,801972.86,4883236.73,33,1.84,1.32,1.61,77.63,17544814.65,58647799.36,-
2017,Ibirité (Município),0.009,-,0.161,96.03,4014.85,2091.74,4129.12,3.71,2.57,3.22,54662956.18,628724.45,3676492.25,50,2.82,1.56,1.86,40.75,14778572.08,49400962.51,-
2016,Ibirité (Município),0.011,-,0.156,97.39,3942.17,2002.84,4243.62,3.94,1.93,3.07,63378423.65,817371.37,4571057.75,210,11.95,1.84,2.15,32.81,15145271.99,50626745.9,-
2015,Ibirité (Município),0.014,-,0.157,95.87,3768.64,559.87,5524.39,3.26,1.55,2.53,50348110.81,528375.06,4349805.2,83,4.77,2.16,2.49,284.98,13885977.24,46417247.69,-
2014,Ibirité (Município),0.016,-,0.002,107.68,4099.69,0.0,6757.18,3.11,1.45,2.41,38629334.66,496060.61,2753608.19,54,3.14,2.5,2.96,636.33,15363198.22,51355217.21,-
2013,Ibirité (Município),0.018,-,0.002,107.82,3978.38,0.0,6686.83,2.96,1.4,2.31,32870621.16,408893.91,2342090.26,82,4.83,2.89,3.52,409.49,15393132.37,51455279.35,-
